1	2026-09-16T18:26:12.614431869-0400	00:0c:29:48:5e:1c	00:50:56:ed:9d:68	1	192.168.126.131	00:0c:29:48:5e:1c	192.168.126.2	00:00:00:00:00:00
2	2026-09-16T18:26:12.614957668-0400	00:50:56:ed:9d:68	00:0c:29:48:5e:1c	2	192.168.126.2	00:50:56:ed:9d:68	192.168.126.131	00:0c:29:48:5e:1c
