4	1678591364.904123642	00:50:56:86:02:65	00:50:56:86:cb:fc	136.160.215.194	00:50:56:86:02:65	136.160.215.15	00:50:56:86:cb:fc
6	1678591369.943043799	00:50:56:86:cb:fc	00:50:56:86:02:65	136.160.215.15	00:50:56:86:cb:fc	136.160.215.194	00:50:56:86:02:65
